iter	Logloss
176	0.09057633282
177	0.09049347029
178	0.09039680337
179	0.0902455956
180	0.09015793697
181	0.09005053034
182	0.08987121197
183	0.08960092794
184	0.08951134742
185	0.08942945129
186	0.0892285722
187	0.089142553
188	0.08901223767
189	0.08889740643
190	0.08881465172
191	0.08872199365
192	0.08852666446
193	0.08839893309
194	0.08832143863
195	0.08826727892
196	0.08821940701
197	0.08814511682
198	0.0880528097
199	0.08789703317
200	0.08768209632
201	0.08759976148
202	0.08754842186
203	0.08742576519
204	0.08736844883
205	0.08730374754
206	0.08724183184
207	0.08709776698
208	0.08691841588
209	0.08681358076
210	0.0866502441
211	0.08657325123
212	0.08644247423
213	0.08640554013
214	0.08632845955
215	0.08624037152
216	0.08616315863
217	0.08608679574
218	0.08602724538
219	0.08590587299
220	0.08580503719
221	0.0856531389
222	0.08560308459
223	0.0855470812
224	0.08548026758
225	0.08541286509
226	0.08519569706
227	0.08511038734
228	0.0850429436
229	0.08483337619
230	0.08477543851
231	0.08468842091
232	0.08458645843
233	0.0842848569
234	0.08422633332
235	0.08406330545
236	0.08399345668
237	0.08387584663
238	0.0838186831
239	0.08374201242
240	0.08364470492
241	0.08359022492
242	0.08353506289
243	0.08347107425
244	0.08335008768
245	0.08330221996
246	0.08326677112
247	0.0831849353
248	0.08311468596
249	0.08288754387
250	0.08281223994
251	0.08270114306
252	0.0826932538
253	0.08265904346
254	0.08256001085
255	0.08248920954
256	0.08242702003
257	0.0823748897
258	0.08229362442
259	0.08224656743
260	0.08219473751
261	0.08212849585
262	0.08204565956
263	0.08191957458
264	0.08183716157
265	0.08182646959
266	0.08179901356
267	0.08170870845
268	0.0816693705
269	0.08152159199
270	0.08147584871
271	0.08135594136
272	0.08130935107
273	0.08128309705
274	0.08123645228
275	0.08118021169
276	0.08107816479
277	0.08100846689
278	0.08095473826
279	0.08090868857
280	0.08083324857
281	0.08078666918
282	0.08069993785
283	0.08061466225
284	0.08055569434
285	0.08051061009
286	0.08046110554
287	0.0804249871
288	0.08033693596
289	0.08020494644
290	0.08012423466
291	0.08008979628
292	0.08000802489
293	0.07998813968
294	0.07989334031
295	0.07986097634
296	0.07967998702
297	0.0796250073
298	0.07956260141
299	0.07954173443
300	0.07941505612
301	0.07933930499
302	0.07925575503
303	0.07917153967
304	0.07913267166
305	0.07907662214
306	0.07902146284
307	0.07886207417
308	0.07875997247
309	0.07872178044
310	0.07867681399
311	0.07857020784
312	0.07847716113
313	0.078439174
314	0.07839154857
315	0.07834698444
316	0.07829938136
317	0.07821823738
318	0.0781401942
319	0.07812123299
320	0.07806693027
321	0.07801366692
322	0.07794015604
323	0.07791623367
324	0.0778776513
325	0.0777149948
326	0.07767771373
327	0.07762291276
328	0.07756616761
329	0.07751749679
330	0.07750068659
331	0.0774429306
332	0.07739032862
333	0.07737325554
334	0.07733072791
335	0.07726944485
336	0.07723584362
337	0.07720178773
338	0.07710424818
339	0.07702619887
340	0.07700355756
341	0.07692792759
342	0.07680805791
343	0.0767358591
344	0.07666162852
345	0.07663584677
346	0.07657451983
347	0.07655739377
348	0.0765145746
349	0.07646906352
350	0.07643299782
351	0.07634985397
352	0.07630711451
353	0.07628781198
354	0.07624808154
355	0.07621432452
356	0.07617203836
357	0.07610763209
358	0.07607330453
359	0.07604602087
360	0.07596688006
361	0.07591814294
362	0.07578226413
363	0.07573934301
364	0.07567061247
365	0.07562421197
366	0.07555816559
367	0.07549722837
368	0.07547226839
369	0.07541762906
370	0.07539744404
371	0.07536456832
372	0.07533758453
373	0.07528457754
374	0.07525697621
375	0.0752294657
376	0.07520603993
377	0.07516501747
378	0.07511380627
379	0.07510035517
380	0.07503138338
381	0.0749711818
382	0.0749051099
383	0.07488132113
384	0.07481943751
385	0.07477996005
386	0.07468375251
387	0.07463270062
388	0.07459580635
389	0.07452423079
390	0.07451659886
391	0.07446824809
392	0.07446035082
393	0.07437486504
394	0.07433247737
395	0.07428931998
396	0.07418369237
397	0.07412708242
398	0.0741054291
399	0.07407356896
400	0.0740191255
401	0.0739943044
402	0.07398085207
403	0.07393974178
404	0.07388011615
405	0.07383554141
406	0.07380466989
407	0.07376384689
408	0.07374151566
409	0.07369448606
410	0.0736361055
411	0.07358709581
412	0.07357826203
413	0.0735405618
414	0.07348148191
415	0.07341986365
416	0.07340642079
417	0.07335980598
418	0.07331084379
419	0.07328864421
420	0.07326328657
421	0.07323514135
422	0.07320188269
423	0.07315974904
424	0.07308266576
425	0.07297416102
426	0.07294283774
427	0.07291407628
428	0.07288511514
429	0.07281068627
430	0.07279638327
431	0.07274836367
432	0.0727089726
433	0.07266777509
434	0.0726217619
435	0.07257975899
436	0.07255267226
437	0.07251998155
438	0.07247980112
439	0.07245600681
440	0.07242641305
441	0.07241050952
442	0.07239467084
443	0.07234226042
444	0.07230861492
445	0.07226451648
446	0.07224109756
447	0.07218040314
448	0.07217245119
449	0.07215500057
450	0.07214155975
451	0.07210220796
452	0.07207777232
453	0.0720484628
454	0.07198912209
455	0.07195290718
456	0.07190670081
457	0.07172125889
458	0.07169419002
459	0.07165811552
460	0.0716206421
461	0.07159159476
462	0.07156251941
463	0.07151696632
464	0.07150014831
465	0.07144719457
466	0.07143039773
467	0.07139873389
468	0.07134535184
469	0.07130592838
470	0.07125196989
471	0.07125196024
472	0.071234155
473	0.07118377251
474	0.07110155325
475	0.07107916875
476	0.07105357559
477	0.07101267569
478	0.07097238603
479	0.07093897205
480	0.07092494392
481	0.07086761401
482	0.07082574039
483	0.07075994457
484	0.07074007994
485	0.07067159475
486	0.0706285972
487	0.07058395997
488	0.0705488894
489	0.07052521623
490	0.07050181506
491	0.07046342456
492	0.07043224087
493	0.07037820828
494	0.07034619533
495	0.07032812028
496	0.07030438929
497	0.07026286535
498	0.07024210089
499	0.07016651705
500	0.07014979245
501	0.07013927924
502	0.07011902028
503	0.07009626967
504	0.07009087672
505	0.07004528053
506	0.07002006828
507	0.07000021866
508	0.06997308027
509	0.0699188862
510	0.06987984357
511	0.06987110089
512	0.06985053019
513	0.06972790529
514	0.0696919667
515	0.06965177154
516	0.06963092991
517	0.06962249235
518	0.06959613334
519	0.06954672176
520	0.06950721102
521	0.06947677115
522	0.06943209289
523	0.06940570244
524	0.06937979425
525	0.0693607978
526	0.06932842493
527	0.06930427364
528	0.06928301949
529	0.06924533993
530	0.06922866913
531	0.06919560633
532	0.06912113861
533	0.06908416865
534	0.06904606475
535	0.06902069322
536	0.06898779235
537	0.06896542844
538	0.06891392188
539	0.06882700057
540	0.06879905514
541	0.0687768312
542	0.06876381966
543	0.06875550172
544	0.06873467435
545	0.068718343
546	0.06866193033
547	0.06860581687
548	0.06858273623
549	0.06856099804
550	0.06851439079
551	0.06850123542
552	0.0684686639
553	0.06843257871
554	0.06841637461
555	0.06838936336
556	0.06835810233
557	0.06833579865
558	0.06828867255
559	0.06823174187
560	0.06820497359
561	0.06814557691
562	0.06812816612
563	0.06811803157
564	0.06811077636
565	0.06807573901
566	0.068058056
567	0.06804251526
568	0.0680095853
569	0.06797653399
570	0.06796767489
571	0.067890848
572	0.06787144803
573	0.06784971447
574	0.06780122998
575	0.06776765721
576	0.06772140483
577	0.06769463727
578	0.06766197583
579	0.06763028752
580	0.06759620136
581	0.06756106866
582	0.06754695378
583	0.06750547679
584	0.06748854775
585	0.06747355172
586	0.06741256771
587	0.06739449921
588	0.06736978798
589	0.06734486775
590	0.06732080749
591	0.06730779318
592	0.06728921336
593	0.06727725741
594	0.06726003788
595	0.06719503558
596	0.06716454281
597	0.06716171819
598	0.06714186829
599	0.06711138756
600	0.06709031774
601	0.06707457711
602	0.06705406141
603	0.06702141522
604	0.06697097647
605	0.06694036389
606	0.0669066449
607	0.06688530671
608	0.06684866247
609	0.06680942495
610	0.06679622259
611	0.06672309739
612	0.06668284431
613	0.06664573376
614	0.06659490897
615	0.06658233191
616	0.06655074361
617	0.06653448559
618	0.0665246735
619	0.0664963107
620	0.06646073503
621	0.06640417031
622	0.06638832156
623	0.06637439941
624	0.06634185532
625	0.06633913195
626	0.06630679341
627	0.06625754465
628	0.06622839867
629	0.06619305318
630	0.06615661185
631	0.06611962676
632	0.06607942727
633	0.06605793062
634	0.06601863175
635	0.06598859127
636	0.06596379055
637	0.06591363519
638	0.06590585206
639	0.06587644782
640	0.06583544843
641	0.06583543143
642	0.06579970117
643	0.06577011274
644	0.06571924618
645	0.0656946837
646	0.06565609244
647	0.06563603269
648	0.06560883192
649	0.06558878684
650	0.06557220216
651	0.06555570687
652	0.06553187396
653	0.06550654417
654	0.0654654392
655	0.06541683501
656	0.065400882
657	0.06537731137
658	0.06535223016
659	0.06534398452
660	0.0653156186
661	0.06529212421
662	0.06527125414
663	0.06525537562
664	0.06516614974
665	0.06513052646
666	0.06509937526
667	0.06506565987
668	0.06503499136
669	0.06500754182
670	0.06498039684
671	0.06493718945
672	0.06489428373
673	0.06486077183
674	0.06481389523
675	0.06477815443
676	0.06472794086
677	0.06470873893
678	0.06468088761
679	0.06466015848
680	0.0646284519
681	0.06462608418
682	0.06460345059
683	0.06458631639
684	0.06455666669
685	0.06453927237
686	0.06452317258
687	0.06446736822
688	0.06443950338
689	0.06440514534
690	0.06437570356
691	0.06433035528
692	0.06428032024
693	0.06423251987
694	0.06420479475
695	0.06415320617
696	0.06412468139
697	0.06408735793
698	0.06407919074
699	0.06400541841
700	0.06396593499
701	0.06392793558
702	0.06389099169
703	0.06386296486
704	0.06384471962
705	0.06380769959
706	0.06378227333
707	0.06372428541
708	0.06371581819
709	0.06371579782
710	0.06370733998
711	0.0636759923
712	0.0636667043
713	0.06365509312
714	0.06364113097
715	0.06362400924
716	0.06361611218
717	0.06360066179
718	0.06358333936
719	0.06355045372
720	0.06351652369
721	0.06345419495
722	0.06344670108
723	0.06343941864
724	0.06341005115
725	0.06338892916
726	0.06338678721
727	0.06332610798
728	0.06332246238
729	0.06331749144
730	0.06328132515
731	0.06324355477
732	0.06321628788
733	0.06318014776
734	0.06313967411
735	0.06311835368
736	0.06308602692
737	0.0630711843
738	0.06304083624
739	0.06301309793
740	0.06299029003
741	0.06297968735
742	0.06294984315
743	0.06287521729
744	0.06285011077
745	0.06281660402
746	0.06277036932
747	0.06273958752
748	0.06270938512
749	0.06267027169
750	0.06263967405
751	0.06261466583
752	0.06258966171
753	0.06256269198
754	0.0625420732
755	0.06252590194
756	0.06248795315
757	0.06246348514
758	0.06243623548
759	0.06240060876
760	0.06237174817
761	0.06235135478
762	0.0623189483
763	0.06229321423
764	0.06227465663
765	0.06223777091
766	0.06220199768
767	0.06217671575
768	0.06215580465
769	0.06213143525
770	0.06211784433
771	0.06209362956
772	0.06207736254
773	0.06206113704
774	0.06203153268
775	0.06199963009
776	0.06197498518
777	0.06195100112
778	0.06191839152
779	0.06188963813
780	0.06185337945
781	0.06182289061
782	0.06179700669
783	0.06173964874
784	0.06171694205
785	0.0616905916
786	0.06167398355
787	0.06164314663
788	0.06161321984
789	0.0615745352
790	0.0615434756
791	0.0615092718
792	0.06148545171
793	0.06148332604
794	0.06146165256
795	0.06143724426
796	0.06138889872
797	0.06136981965
798	0.06135757995
799	0.06134370398
800	0.06133497579
801	0.06131627022
802	0.06128069482
803	0.06125586538
804	0.06122793006
805	0.06120655566
806	0.06118775467
807	0.06115405697
808	0.06112184795
809	0.06110894931
810	0.06104770481
811	0.06104543303
812	0.06103224844
813	0.06101064571
814	0.06097211505
815	0.06094786573
816	0.06089402147
817	0.06087788281
818	0.06085192549
819	0.06084362265
820	0.06083033769
821	0.06081404016
822	0.06079790528
823	0.06078290412
824	0.06077012909
825	0.06076562736
826	0.06076159437
827	0.06075980095
828	0.06075167725
829	0.0607443122
830	0.06071107
831	0.06069249448
832	0.06067936858
833	0.06064442465
834	0.06061471212
835	0.06058831693
836	0.06055315679
837	0.06053613784
838	0.06052781477
839	0.06049621063
840	0.06047622631
841	0.06045503057
842	0.06042830255
843	0.06039755593
844	0.06037702832
845	0.06035501278
846	0.06033517319
847	0.06031799036
848	0.06027750268
849	0.06026717056
850	0.06024404242
851	0.060211876
852	0.06018910001
853	0.06016177157
854	0.06014441087
855	0.06011850134
856	0.06010117796
857	0.06007082623
858	0.06002244602
859	0.06000543313
860	0.05997844469
861	0.05995943188
862	0.05993521172
863	0.05991190001
864	0.05988188552
865	0.05984944213
866	0.0598397919
867	0.05981938098
868	0.05979064543
869	0.05978173903
870	0.05976947423
871	0.05973792835
872	0.05971836747
873	0.05970759311
874	0.05967544694
875	0.05964494874
876	0.05961934356
877	0.0596117204
878	0.05960568855
879	0.05957148196
880	0.05953449613
881	0.0595162044
882	0.05948517547
883	0.05946284338
884	0.05944834169
885	0.0594300355
886	0.05938622414
887	0.05936581115
888	0.05935140285
889	0.05931954295
890	0.05929960063
891	0.05926502492
892	0.05924984047
893	0.05922614647
894	0.05919795999
895	0.05917384364
896	0.05914329023
897	0.05911440018
898	0.05910047473
899	0.05909889614
900	0.05907161464
901	0.05905415268
902	0.05902343541
903	0.0590044667
904	0.05897825827
905	0.05895349928
906	0.05893890582
907	0.05891582291
908	0.05890386536
909	0.05888436176
910	0.05885751138
911	0.05883547425
912	0.05880541917
913	0.05877490347
914	0.05876703269
915	0.05875703443
916	0.05873633314
917	0.05870841994
918	0.05867700818
919	0.05863697785
920	0.05861473795
921	0.058598043
922	0.05858185857
923	0.05854615284
924	0.05851241372
925	0.05848688164
926	0.05847836916
927	0.0584744292
928	0.0584516882
929	0.05842191476
930	0.05840351975
931	0.05838767485
932	0.0583864655
933	0.05837849008
934	0.0583547874
935	0.05835013161
936	0.05834073839
937	0.05831785569
938	0.05830311734
939	0.05827863075
940	0.05825601685
941	0.05821999772
942	0.05819383359
943	0.05817144794
944	0.05813204336
945	0.05809623153
946	0.05806382518
947	0.05804039386
948	0.0580065194
949	0.05798128213
950	0.05793897689
951	0.05792797037
952	0.05790631473
953	0.05789566672
954	0.05788278905
955	0.0578520051
956	0.05782882962
957	0.05781316766
958	0.05780078238
959	0.05778031281
960	0.05776111022
961	0.05772510413
962	0.05771267322
963	0.05769563721
964	0.05767716761
965	0.05766039747
966	0.05762858234
967	0.0576018955
968	0.05757341621
969	0.05753926788
970	0.05749924758
971	0.05749731515
972	0.05747722548
973	0.05747141014
974	0.05746790984
975	0.05746043111
976	0.0574507802
977	0.05744474288
978	0.05742287163
979	0.05742073249
980	0.05740924203
981	0.05736738734
982	0.05734689522
983	0.05731323074
984	0.05727421578
985	0.05725074753
986	0.05722369643
987	0.05718907988
988	0.05714534356
989	0.05712820587
990	0.0571136111
991	0.05707514514
992	0.05705490289
993	0.05703361136
994	0.05701767201
995	0.05700842535
996	0.05697969912
997	0.05696999689
998	0.05694369862
999	0.05692327012
